,Unnamed: 0,Endo_id,name,uniprot,ensembl,binding_hormones,anatomical structure
436,436,ENR00632,LIFR,P42702,ENST00000453190,"['ENH00244', 'ENH00185', 'ENH00320']",['ENC00037']
437,437,ENR00633,CNTFR,P26992,ENST00000417345,"['ENH00249', 'ENH00320']",['ENC00361']
438,438,ENR00634,IL-11Ralpha,Q14626,ENST00000441545,['ENH00251'],"['ENC00115', 'ENC00037']"
439,439,ENR00635,NGF receptor,P08138,ENST00000172229,"['ENH00268', 'ENH00099', 'ENH00229', 'ENH00267', 'ENH00225']",[]
440,440,ENR00636,Tie2,Q02763,ENST00000406359,"['ENH00284', 'ENH00285', 'ENH00289']","['ENC00231', 'ENC00300', 'ENC00074', 'ENC00112', 'ENC00020', 'ENC00063', 'ENC00429']"
441,441,ENR00639,Notch1,P46531,ENST00000277541,['ENH00575'],[]
442,442,ENR00643,CD40,P25942,ENST00000372285,['ENH00357'],"['ENC00037', 'ENC00303', 'ENC00013', 'ENC00424', 'ENC00429']"
443,443,ENR00644,EPHB4,P54760,ENST00000432114,['ENH01151'],"['ENC00112', 'ENC00150']"
444,444,ENR00645,LRP5,O75197,ENST00000294304,"['ENH00528', 'ENH00498', 'ENH00507']","['ENC00093', 'ENC00007', 'ENC00174', 'ENC00273', 'ENC00216', 'ENC00424', 'ENC00063', 'ENC00249']"
445,445,ENR00646,LRP6,O75581,ENST00000261349,"['ENH00498', 'ENH00507']",[]
446,446,ENR00648,frizzled 5,Q13467,ENST00000295417,['ENH00483'],[]
447,447,ENR00650,alpha7nAChR,P36544,ENST00000455693,['ENH00226'],['ENC00011']
448,448,ENR00651,RP105,Q99467,ENST00000256447,[],"['ENC00130', 'ENC00306', 'ENC00308', 'ENC00233']"
449,449,ENR00653,IL-8R B,P25025,ENST00000454148,"['ENH00282', 'ENH00286', 'ENH00277', 'ENH00363', 'ENH00279', 'ENH00235']","['ENC00217', 'ENC00247', 'ENC00292']"
450,450,ENR00654,ALK4,P36896,ENST00000426655,"['ENH00683', 'ENH00681', 'ENH00680']",['ENC00037']
451,451,ENR00655,CD14,P08571,ENST00000401743,[],"['ENC00273', 'ENC00247', 'ENC00241', 'ENC00424', 'ENC00449', 'ENC00217', 'ENC00450', 'ENC00364']"
452,452,ENR00656,c-Mer,Q12866,ENST00000449344,['ENH00283'],[]
453,453,ENR00657,DCC,P43146,ENST00000442544,"['ENH00841', 'ENH00843']",[]
454,454,ENR00659,THRB1,P10828,ENST00000456926,['ENH00056'],"['ENC00025', 'ENC00145', 'ENC00074', 'ENC00164', 'ENC00053', 'ENC00250', 'ENC00093', 'ENC00578', 'ENC00249', 'ENC00216', 'ENC00020', 'ENC00599']"
455,455,ENR00661,IL-17Rh1,Q9NRM6,ENST00000288167,"['ENH00584', 'ENH00386']",[]
456,456,ENR00662,mineralcorticoid receptor,P08235,ENST00000358102,"['ENH00018', 'ENH00019', 'ENH00005']","['ENC00063', 'ENC00259', 'ENC00213', 'ENC00245', 'ENC00050', 'ENC00262', 'ENC00216', 'ENC00130', 'ENC00423', 'ENC00244']"
457,457,ENR00663,AR,P10275,ENST00000396044,['ENH00003'],"['ENC00115', 'ENC00143', 'ENC00044', 'ENC00211', 'ENC00212', 'ENC00215', 'ENC00214', 'ENC00213', 'ENC00093', 'ENC00210', 'ENC00007', 'ENC00578', 'ENC00048', 'ENC00122']"
458,458,ENR00664,VDR,P11473,ENST00000395324,['ENH00016'],"['ENC00063', 'ENC00093', 'ENC00253', 'ENC00318', 'ENC00249', 'ENC00174', 'ENC00382', 'ENC00216', 'ENC00222']"
459,459,ENR00666,InsR-B,P06213,ENST00000341500,['ENH00096'],[]
460,460,ENR00667,empty0,empty0,empty0,[],[]
461,461,ENR00668,Vascular endothelial growth factor receptor 2,P35968,ENST00000263923,"['ENH00269', 'ENH00761', 'ENH00231', 'ENH00516', 'ENH00760', 'ENH01126', 'ENH00511']","['ENC00018', 'ENC00429', 'ENC00518', 'ENC00468', 'ENC00231']"
462,462,ENR00669,Vascular endothelial growth factor receptor 1,P17948,ENST00000282397,"['ENH00514', 'ENH00272', 'ENH00761', 'ENH00231', 'ENH00280', 'ENH00274']","['ENC00018', 'ENC00074', 'ENC00112', 'ENC00063', 'ENC00048', 'ENC00020', 'ENC00150', 'ENC00429', 'ENC00231', 'ENC00468', 'ENC00128']"
463,463,ENR00670,neuropilin 1,O14786,ENST00000455749,"['ENH00054', 'ENH00514', 'ENH00274', 'ENH00535', 'ENH00231', 'ENH00559', 'ENH00563']","['ENC00076', 'ENC00048', 'ENC00112', 'ENC00074', 'ENC00122', 'ENC00063', 'ENC00102', 'ENC00020', 'ENC00207', 'ENC00396', 'ENC00018', 'ENC00474']"
464,464,ENR00671,AMHR-II,Q16671,ENST00000379791,['ENH00374'],[]
465,465,ENR00675,CCR7,P32248,ENST00000246657,"['ENH00350', 'ENH00179']","['ENC00418', 'ENC00233', 'ENC00287', 'ENC00228']"
466,466,ENR00676,CCR9,P51686,ENST00000422395,"['ENH00403', 'ENH00404']","['ENC00144', 'ENC00306', 'ENC00130']"
467,467,ENR00677,D6,O00590,ENST00000442925,"['ENH00348', 'ENH00256', 'ENH00334', 'ENH00276']","['ENC00074', 'ENC00306']"
468,468,ENR00678,Duffy,Q16570,ENST00000435307,[],"['ENC00600', 'ENC00342']"
469,469,ENR00679,TNFR2,P20333,ENST00000400863,['ENH00200'],"['ENC00319', 'ENC00273', 'ENC00217', 'ENC00424', 'ENC00249', 'ENC00005']"
470,470,ENR00680,XCR-1,P46094,ENST00000395946,['ENH00291'],[]
471,471,ENR00681,CXCR1,P25024,ENST00000421691,"['ENH00235', 'ENH00362', 'ENH00279', 'ENH00282', 'ENH00286', 'ENH00277', 'ENH00363']","['ENC00217', 'ENC00247', 'ENC00292', 'ENC00001', 'ENC00002', 'ENC00003', 'ENC00176', 'ENC00177']"
472,472,ENR00682,CXCR3,P49682,ENST00000373693,"['ENH00331', 'ENH00347', 'ENH00329', 'ENH00336', 'ENH00391']","['ENC00247', 'ENC00292']"
473,473,ENR00683,CXCR5,P32302,ENST00000292174,['ENH00390'],['ENC00292']
474,474,ENR00684,CX3CR1,P49238,ENST00000435290,['ENH00578'],"['ENC00418', 'ENC00292', 'ENC00050', 'ENC00284', 'ENC00423']"
475,475,ENR00685,CCR1,P32246,ENST00000296140,"['ENH00393', 'ENH00401', 'ENH00334', 'ENH00349', 'ENH00276', 'ENH00348', 'ENH00398']",['ENC00247']
476,476,ENR00687,CCR-2,P41597,ENST00000445132,"['ENH00334', 'ENH00400', 'ENH00256']",['ENC00247']
477,477,ENR00688,CCR3,P51677,ENST00000457243,"['ENH00393', 'ENH00334', 'ENH00395', 'ENH00396', 'ENH00397', 'ENH00406', 'ENH00400', 'ENH00276', 'ENH00408', 'ENH00329', 'ENH00398']","['ENC00450', 'ENC00219', 'ENC00247', 'ENC00217']"
478,478,ENR00689,CCR4,P51679,ENST00000330953,"['ENH00335', 'ENH00256', 'ENH00399', 'ENH01108']","['ENC00144', 'ENC00288', 'ENC00251', 'ENC00013', 'ENC00287']"
479,479,ENR00690,CCR6,P51684,ENST00000400926,"['ENH00709', 'ENH00394', 'ENH00713']","['ENC00233', 'ENC00294', 'ENC00228', 'ENC00217']"
480,480,ENR00691,glucocorticoid receptor,P04150,ENST00000454007,"['ENH00019', 'ENH00020', 'ENH00018']","['ENC00053', 'ENC00020', 'ENC00074', 'ENC00063', 'ENC00048', 'ENC00184', 'ENC00216', 'ENC00122', 'ENC00217', 'ENC00218', 'ENC00219', 'ENC00426', 'ENC00249', 'ENC00361', 'ENC00144', 'ENC00130', 'ENC00423']"
481,481,ENR00693,PPAR-gamma2,P372311,ENST00000455517,[],"['ENC00005', 'ENC00130', 'ENC00048', 'ENC00112', 'ENC00074', 'ENC00097', 'ENC00004']"
482,482,ENR00694,PR B,P064011,ENST00000325455,['ENH00049'],"['ENC00211', 'ENC00212', 'ENC00213', 'ENC00210']"
483,483,ENR00695,RAR-beta,P10826,ENST00000458646,[],"['ENC00074', 'ENC00216']"
484,484,ENR00696,RXR-alpha,P19793,ENST00000356384,['ENH00192'],"['ENC00020', 'ENC00249', 'ENC00074', 'ENC00063', 'ENC00048', 'ENC00216']"
485,485,ENR00698,FGFR-1,P11362,ENST00000447712,"['ENH00072', 'ENH00299', 'ENH00652', 'ENH00655', 'ENH00305', 'ENH00227', 'ENH00295']","['ENC00250', 'ENC00020', 'ENC00007', 'ENC00086']"
486,486,ENR00699,FGFR-3,P22607,ENST00000440486,"['ENH00072', 'ENH00652', 'ENH00655', 'ENH00299', 'ENH00227']",['ENC00250']
487,487,ENR00700,FGFR-2,P21802,ENST00000457416,"['ENH00651', 'ENH00297', 'ENH00072', 'ENH00652', 'ENH00655', 'ENH00299', 'ENH00295']","['ENC00007', 'ENC00487', 'ENC00086', 'ENC00260']"
488,488,ENR00701,TNFRSF25,Q93038,ENST00000453341,['ENH00691'],"['ENC00293', 'ENC00276', 'ENC00144', 'ENC00184', 'ENC00130', 'ENC00115']"
489,489,ENR00702,FGFR-4,P22455,ENST00000453701,"['ENH00304', 'ENH00296', 'ENH00298', 'ENH00073', 'ENH00072', 'ENH00299', 'ENH00654', 'ENH00653', 'ENH00227']",['ENC00249']
490,490,ENR00703,TLR6,Q9Y2C9,ENST00000440845,[],"['ENC00247', 'ENC00228', 'ENC00453', 'ENC00454', 'ENC00438', 'ENC00450', 'ENC00364', 'ENC00216']"
491,491,ENR00704,ER-alpha,P03372,ENST00000456483,['ENH00023'],"['ENC00044', 'ENC00037', 'ENC00050', 'ENC00211', 'ENC00212', 'ENC00213', 'ENC00210', 'ENC00214', 'ENC00093', 'ENC00115', 'ENC00189', 'ENC00074', 'ENC00063', 'ENC00009', 'ENC00076', 'ENC00246', 'ENC00022', 'ENC00096', 'ENC00112', 'ENC00003', 'ENC00578', 'ENC00216', 'ENC00067']"
492,492,ENR00705,IL6ST,P40189,ENST00000423954,"['ENH00250', 'ENH00320']",['ENC00037']
493,493,ENR00706,IFNAR2,P48551,ENST00000451624,['ENH00263'],['ENC00247']
494,494,ENR00707,IFNGR1,P15260,ENST00000458076,['ENH00265'],['ENC00247']
495,495,ENR00708,ErbB3,P21860,ENST00000450146,"['ENH00243', 'ENH00319', 'ENH00318', 'ENH00861', 'ENH00867']",[]
496,496,ENR00709,Interleukin-21 receptor,Q9HBE5,empty0,['ENH00389'],[]
497,497,ENR00710,Interleukin-22 receptor subunit alpha-1,Q8N6P7,empty0,"['ENH00310', 'ENH00702']","['ENC00597', 'ENC00112', 'ENC00306', 'ENC00125', 'ENC00244', 'ENC00144', 'ENC00130']"
498,498,ENR00711,IL-10R-beta,Q08334,ENST00000451624,"['ENH00697', 'ENH00698', 'ENH00699', 'ENH00237', 'ENH00894']",[]
499,499,ENR00712,PTC1,Q13635,ENST00000450369,"['ENH00530', 'ENH00531', 'ENH00529']","['ENC00020', 'ENC00074', 'ENC00048', 'ENC00063', 'ENC00102', 'ENC00122', 'ENC00112', 'ENC00473']"
500,500,ENR00715,IL-1RII,P27930,ENST00000457817,"['ENH00189', 'ENH00218', 'ENH00382']","['ENC00096', 'ENC00427', 'ENC00216', 'ENC00247', 'ENC00424']"
501,501,ENR00716,RANK,Q9Y6Q6,ENST00000382790,['ENH00409'],['ENC00096']
502,502,ENR00717,TNFR1,P19438,ENST00000440083,"['ENH00200', 'ENH00248']","['ENC00364', 'ENC00319', 'ENC00459', 'ENC00273', 'ENC00249', 'ENC00427', 'ENC00216', 'ENC00247', 'ENC00217', 'ENC00452', 'ENC00450', 'ENC00244', 'ENC00018', 'ENC00424', 'ENC00005']"
503,503,ENR00720,ErbB2,P04626,ENST00000445658,"['ENH00243', 'ENH00862', 'ENH00867']",[]
504,504,ENR00724,ACTRIIA,P27037,ENST00000404590,"['ENH00120', 'ENH00678', 'ENH00332', 'ENH00180', 'ENH00683']","['ENC00003', 'ENC00037']"
505,505,ENR00725,H3,Q9Y5N1,ENST00000456442,['ENH00219'],"['ENC00247', 'ENC00228', 'ENC00219']"
506,506,ENR00726,M1,P11229,ENST00000306960,[],['ENC00011']
507,507,ENR00727,M3,P20309,ENST00000448020,['ENH00226'],"['ENC00465', 'ENC00200', 'ENC00201', 'ENC00198', 'ENC00011']"
508,508,ENR00728,M4,P08173,ENST00000433765,['ENH00226'],"['ENC00513', 'ENC00011']"
509,509,ENR00729,EP2,P43116,ENST00000245457,"['ENH00338', 'ENH00728']","['ENC00112', 'ENC00074', 'ENC00037', 'ENC00247']"
510,510,ENR00730,EP3,P43115,ENST00000414819,"['ENH00338', 'ENH00728', 'ENH01021']","['ENC00246', 'ENC00063', 'ENC00127', 'ENC00112', 'ENC00093', 'ENC00096', 'ENC00247', 'ENC00174']"
511,511,ENR00731,EP4,P35408,ENST00000302472,"['ENH00338', 'ENH00728']","['ENC00221', 'ENC00127', 'ENC00074', 'ENC00063', 'ENC00144', 'ENC00246', 'ENC00020', 'ENC00302', 'ENC00037', 'ENC00093', 'ENC00096', 'ENC00247']"
512,512,ENR00732,PGF2-alpha receptor,P43088,ENST00000370758,['ENH00690'],"['ENC00184', 'ENC00112', 'ENC00246']"
513,513,ENR00733,PGI receptor,P43119,ENST00000291294,"['ENH00346', 'ENH00728']","['ENC00074', 'ENC00112', 'ENC00102', 'ENC00247', 'ENC00013']"
514,514,ENR00734,SPR,P25103,ENST00000409848,"['ENH01147', 'ENH00623', 'ENH00054', 'ENH00621']",['ENC00556']
515,515,ENR00736,NK-3R,P29371,ENST00000304883,"['ENH00054', 'ENH00621', 'ENH00623']",[]
516,516,ENR00737,sst1,P30872,ENST00000455187,"['ENH00124', 'ENH00920', 'ENH00919', 'ENH00141']","['ENC00020', 'ENC00053', 'ENC00132', 'ENC00063', 'ENC00174', 'ENC00180', 'ENC00179', 'ENC00469']"
517,517,ENR00738,sst2,P30874,ENST00000357585,"['ENH00124', 'ENH00920', 'ENH00919', 'ENH00141']","['ENC00177', 'ENC00020', 'ENC00053', 'ENC00002', 'ENC00132', 'ENC00063', 'ENC00189', 'ENC00180', 'ENC00179', 'ENC00174']"
518,518,ENR00739,sst5,P35346,ENST00000397547,"['ENH00141', 'ENH00124', 'ENH00920', 'ENH00919']","['ENC00177', 'ENC00020', 'ENC00053', 'ENC00002', 'ENC00132', 'ENC00180', 'ENC00179', 'ENC00174']"
519,519,ENR00741,VPAC1,P32241,ENST00000450274,"['ENH00125', 'ENH00182']","['ENC00093', 'ENC00020', 'ENC00048', 'ENC00063', 'ENC00112', 'ENC00249', 'ENC00007', 'ENC00168', 'ENC00170', 'ENC00011', 'ENC00439']"
520,520,ENR00742,VPAC2,P41587,ENST00000437234,"['ENH00125', 'ENH00182']","['ENC00288', 'ENC00168', 'ENC00011', 'ENC00170', 'ENC00439']"
521,521,ENR00743,V1a,P37288,ENST00000299178,['ENH00098'],"['ENC00074', 'ENC00249']"
522,522,ENR00744,V1b,P47901,ENST00000367126,"['ENH00119', 'ENH00098']","['ENC00176', 'ENC00063', 'ENC00144']"
523,523,ENR00745,V2,P30518,ENST00000434679,['ENH00119'],"['ENC00063', 'ENC00074']"
524,524,ENR00746,OTR,P30559,ENST00000449615,['ENH00098'],"['ENC00144', 'ENC00076']"
525,525,ENR00747,PACAP-R-1,P41586,ENST00000436116,[],"['ENC00020', 'ENC00074', 'ENC00144', 'ENC00130', 'ENC00102', 'ENC00112', 'ENC00011', 'ENC00170']"
526,526,ENR00748,H1,P35367,ENST00000438284,['ENH00219'],"['ENC00088', 'ENC00249', 'ENC00250', 'ENC00231', 'ENC00244', 'ENC00217', 'ENC00228', 'ENC00233', 'ENC00287']"
527,527,ENR00749,H2,P25021,ENST00000393749,['ENH00219'],"['ENC00041', 'ENC00088', 'ENC00249', 'ENC00250', 'ENC00231', 'ENC00244', 'ENC00217', 'ENC00219', 'ENC00247', 'ENC00228', 'ENC00233', 'ENC00287', 'ENC00465']"
528,528,ENR00751,5-ht-6R,P50406,ENST00000289753,['ENH00166'],"['ENC00027', 'ENC00556', 'ENC00181', 'ENC00050', 'ENC00275']"
529,529,ENR00752,5-ht-7R,P34969,ENST00000371721,['ENH00166'],[]
530,530,ENR00753,LTB4-R1,Q15722,ENST00000396789,"['ENH00990', 'ENH00586', 'ENH00997', 'ENH00998', 'ENH00999', 'ENH00991', 'ENH00995', 'ENH00993', 'ENH00992', 'ENH00994', 'ENH01000']","['ENC00048', 'ENC00122', 'ENC00020', 'ENC00418', 'ENC00248']"
531,531,ENR00755,Sphingosine 1-phosphate receptor 1,P21453,ENST00000424264,"['ENH01131', 'ENH01133']","['ENC00231', 'ENC00152', 'ENC00283', 'ENC00244', 'ENC00082', 'ENC00055', 'ENC00228', 'ENC00219', 'ENC00216', 'ENC00078', 'ENC00287', 'ENC00233', 'ENC00290', 'ENC00248', 'ENC00276', 'ENC00093', 'ENC00150', 'ENC00412', 'ENC00130', 'ENC00020', 'ENC00048', 'ENC00074', 'ENC00005', 'ENC00578', 'ENC00144', 'ENC00063', 'ENC00122', 'ENC00222']"
532,532,ENR00756,Lysophosphatidic acid receptor 1,Q92633,ENST00000449490,['ENH01113'],"['ENC00020', 'ENC00048', 'ENC00184', 'ENC00127', 'ENC00112', 'ENC00115', 'ENC00097', 'ENC00102', 'ENC00140', 'ENC00130', 'ENC00122', 'ENC00063', 'ENC00150', 'ENC00152', 'ENC00210', 'ENC00231', 'ENC00093', 'ENC00074', 'ENC00171', 'ENC00132', 'ENC00472', 'ENC00419', 'ENC00144', 'ENC00575', 'ENC00360', 'ENC00050', 'ENC00284', 'ENC00423', 'ENC00027', 'ENC00088', 'ENC00412', 'ENC00013', 'ENC00283', 'ENC00287', 'ENC00022', 'ENC00365', 'ENC00542', 'ENC00411']"
533,533,ENR00757,Sphingosine 1-phosphate receptor 3,Q99500,ENST00000375846,"['ENH01131', 'ENH01133']","['ENC00048', 'ENC00112', 'ENC00063', 'ENC00578', 'ENC00055', 'ENC00228', 'ENC00219', 'ENC00233', 'ENC00287', 'ENC00130', 'ENC00074', 'ENC00144', 'ENC00140', 'ENC00020', 'ENC00122', 'ENC00102', 'ENC00152', 'ENC00150', 'ENC00222']"
534,534,ENR00758,Lysophosphatidic acid receptor 2,Q9HBW0,ENST00000407877,['ENH01113'],"['ENC00140', 'ENC00389', 'ENC00102', 'ENC00130', 'ENC00144', 'ENC00115', 'ENC00150', 'ENC00210', 'ENC00231', 'ENC00097', 'ENC00276', 'ENC00248', 'ENC00284', 'ENC00419', 'ENC00287', 'ENC00365', 'ENC00360', 'ENC00132', 'ENC00063', 'ENC00074', 'ENC00575', 'ENC00031', 'ENC00152']"
535,535,ENR00759,Sphingosine 1-phosphate receptor 2,O95136,ENST00000317726,"['ENH01131', 'ENH01133']","['ENC00145', 'ENC00228', 'ENC00219', 'ENC00216', 'ENC00078', 'ENC00290', 'ENC00055', 'ENC00360', 'ENC00093', 'ENC00287', 'ENC00048', 'ENC00074', 'ENC00144', 'ENC00020', 'ENC00578', 'ENC00063', 'ENC00130', 'ENC00005', 'ENC00132', 'ENC00127', 'ENC00009', 'ENC00152', 'ENC00222']"
536,536,ENR00760,MC1R,Q01726,ENST00000315491,"['ENH00167', 'ENH00168', 'ENH00156', 'ENH00118']","['ENC00082', 'ENC00067', 'ENC00112', 'ENC00125', 'ENC00140', 'ENC00210', 'ENC00222', 'ENC00231', 'ENC00283']"
537,537,ENR00761,ACTH receptor,Q01718,ENST00000399821,"['ENH00118', 'ENH00041']","['ENC00082', 'ENC00169', 'ENC00157', 'ENC00168', 'ENC00140', 'ENC00210', 'ENC00005', 'ENC00528', 'ENC00007']"
538,538,ENR00762,melanocortin receptor 3,P41968,ENST00000371389,"['ENH00041', 'ENH00167', 'ENH00118', 'ENH00168', 'ENH00156', 'ENH00139']","['ENC00140', 'ENC00048', 'ENC00189', 'ENC00025']"
539,539,ENR00763,melanocortin-4 receptor,P32245,ENST00000299766,"['ENH00041', 'ENH00139', 'ENH00156', 'ENH00168', 'ENH00118', 'ENH00167']","['ENC00025', 'ENC00189', 'ENC00005']"
540,540,ENR00764,melanocortin receptor 5,P33032,ENST00000324750,"['ENH00041', 'ENH00118', 'ENH00156', 'ENH00167', 'ENH00168']","['ENC00140', 'ENC00005', 'ENC00244', 'ENC00212']"
541,541,ENR00765,NPY1-R,P25929,ENST00000296533,"['ENH00128', 'ENH00164', 'ENH00539']","['ENC00093', 'ENC00189']"
542,542,ENR00766,NPY4-R,P50391,ENST00000395716,"['ENH00540', 'ENH00164', 'ENH00128', 'ENH00539']","['ENC00102', 'ENC00063', 'ENC00184', 'ENC00127', 'ENC00405', 'ENC00587', 'ENC00189', 'ENC00588']"
543,543,ENR00767,NPY5-R,Q15761,ENST00000338566,"['ENH00164', 'ENH00540', 'ENH00539']","['ENC00182', 'ENC00128', 'ENC00207', 'ENC00189', 'ENC00361']"
544,544,ENR00768,NPY6-R,empty0,empty0,[],"['ENC00189', 'ENC00063', 'ENC00545', 'ENC00361', 'ENC00582', 'ENC00583']"
545,545,ENR00769,NT-R2,O95665,ENST00000306928,['ENH00099'],['ENC00161']
546,546,ENR00775,prostanoid DP receptor,Q13258,ENST00000306051,['ENH00649'],[]
547,547,ENR00776,EP1,P34995,ENST00000292513,"['ENH00728', 'ENH00338']","['ENC00063', 'ENC00074', 'ENC00122', 'ENC00130', 'ENC00037', 'ENC00414']"
548,548,ENR00777,angiotensin receptor 2,P50052,ENST00000371906,['ENH00097'],"['ENC00302', 'ENC00005', 'ENC00102', 'ENC00048', 'ENC00009', 'ENC00246', 'ENC00097', 'ENC00424', 'ENC00249', 'ENC00063', 'ENC00580']"
549,549,ENR00780,CCK-1,P32238,ENST00000295589,"['ENH00063', 'ENH00076', 'ENH00174', 'ENH00178', 'ENH00175']","['ENC00168', 'ENC00465', 'ENC00469', 'ENC00102', 'ENC00361', 'ENC00059', 'ENC00040', 'ENC00060', 'ENC00132', 'ENC00184', 'ENC00179']"
550,550,ENR00781,CCK-2,P32239,ENST00000334619,"['ENH00909', 'ENH00910', 'ENH00063', 'ENH00076', 'ENH00175']","['ENC00168', 'ENC00465', 'ENC00180', 'ENC00200', 'ENC00060', 'ENC00128', 'ENC00360', 'ENC00365', 'ENC00198', 'ENC00361', 'ENC00059', 'ENC00184']"
551,551,ENR00784,dopamine receptor D1,P21728,ENST00000393752,['ENH00021'],"['ENC00063', 'ENC00011', 'ENC00168', 'ENC00050']"
552,552,ENR00785,ETA-R,P25101,ENST00000394047,"['ENH00440', 'ENH00619', 'ENH00620']","['ENC00424', 'ENC00253']"
553,553,ENR00786,ETB-R,P24530,ENST00000446573,"['ENH00440', 'ENH00619', 'ENH00620']","['ENC00424', 'ENC00253', 'ENC00549']"
554,554,ENR00787,gal3,O60755,ENST00000249041,['ENH00181'],[]
555,555,ENR00788,follitropin receptor,P23945,ENST00000454032,['ENH00074'],"['ENC00119', 'ENC00044', 'ENC00168']"
556,556,ENR00789,LHCGR-1,P22888,ENST00000428232,"['ENH00149', 'ENH00038']","['ENC00067', 'ENC00143', 'ENC00168', 'ENC00044']"
557,557,ENR00791,5-HT-1B,P28222,ENST00000369947,['ENH00166'],[]
558,558,ENR00792,5-HT-1D,P28221,ENST00000374619,['ENH00166'],"['ENC00361', 'ENC00487']"
559,559,ENR00793,5-ht-1E,P28566,ENST00000369584,['ENH00166'],[]
560,560,ENR00794,5-ht-1F,P30939,ENST00000319595,['ENH00166'],[]
561,561,ENR00795,5-HT-2A,P28223,ENST00000378688,['ENH00166'],"['ENC00540', 'ENC00050', 'ENC00023', 'ENC00152', 'ENC00013', 'ENC00163', 'ENC00578', 'ENC00578', 'ENC00275']"
562,562,ENR00796,5-HT-2B,P41595,ENST00000258400,['ENH00166'],"['ENC00150', 'ENC00048', 'ENC00023', 'ENC00132', 'ENC00578', 'ENC00063', 'ENC00275']"
563,563,ENR00797,5-HT-2C,P28335,ENST00000371951,['ENH00166'],"['ENC00050', 'ENC00134', 'ENC00487', 'ENC00556', 'ENC00275']"
564,564,ENR00799,alpha 1A-adrenoreceptor,P35348,ENST00000380587,[],"['ENC00115', 'ENC00181', 'ENC00264', 'ENC00265', 'ENC00267']"
565,565,ENR00800,alpha 1B-adrenoreceptor,P35368,ENST00000306675,[],"['ENC00263', 'ENC00181', 'ENC00264', 'ENC00265', 'ENC00269']"
566,566,ENR00801,alpha 1D-adrenoreceptor,P25100,ENST00000379453,[],"['ENC00181', 'ENC00264', 'ENC00265']"
567,567,ENR00802,alpha-2A adrenoreceptor,P08913,ENST00000449894,"['ENH00021', 'ENH00166', 'ENH00043', 'ENH00022']","['ENC00181', 'ENC00265', 'ENC00266', 'ENC00267', 'ENC00268', 'ENC00269']"
568,568,ENR00803,alpha-2B adrenoreceptor,P18089,ENST00000409345,"['ENH00166', 'ENH00043', 'ENH00022', 'ENH00021']","['ENC00181', 'ENC00264', 'ENC00265', 'ENC00266', 'ENC00267', 'ENC00268', 'ENC00269']"
569,569,ENR00804,alpha-2C adrenoreceptor,P18825,ENST00000330055,[],"['ENC00181', 'ENC00265', 'ENC00174']"
570,570,ENR00805,beta-1 adrenoreceptor,P08588,ENST00000369295,"['ENH00022', 'ENH00043']","['ENC00086', 'ENC00078', 'ENC00110', 'ENC00004', 'ENC00063']"
571,571,ENR00806,beta-2 adrenoreceptor,P07550,ENST00000305988,"['ENH00043', 'ENH00022']","['ENC00086', 'ENC00078', 'ENC00093', 'ENC00174', 'ENC00426', 'ENC00276', 'ENC00004', 'ENC00005']"
572,572,ENR00807,beta-3 adrenoreceptor,P13945,ENST00000345060,"['ENH00022', 'ENH00043']","['ENC00086', 'ENC00005', 'ENC00004', 'ENC00174']"
573,573,ENR00808,angiotensin II type 1 receptor,P30556,ENST00000404754,"['ENH00082', 'ENH00097']","['ENC00168', 'ENC00302', 'ENC00048', 'ENC00063', 'ENC00005', 'ENC00020', 'ENC00009', 'ENC00074', 'ENC00143', 'ENC00167', 'ENC00044', 'ENC00166', 'ENC00043', 'ENC00097', 'ENC00424', 'ENC00249', 'ENC00259', 'ENC00580', 'ENC00283', 'ENC00207', 'ENC00007', 'ENC00457']"
574,574,ENR00809,adenosine receptor 1,P30542,ENST00000367236,['ENH00247'],[]
575,575,ENR00810,adenosine receptor 2A,P29274,ENST00000444262,['ENH00247'],[]
576,576,ENR00811,adenosine receptor 2B,P29275,ENST00000304222,['ENH00247'],['ENC00316']
577,577,ENR00812,adenosine receptor 3,P33765,ENST00000443498,['ENH00247'],[]
578,578,ENR00815,mGluR8,O00222,ENST00000457830,['ENH00734'],[]
579,579,ENR00816,melatonin 1 receptor,P48039,ENST00000307161,['ENH00039'],"['ENC00164', 'ENC00361', 'ENC00579', 'ENC00053', 'ENC00550']"
580,580,ENR00817,dopamine receptor D2,P14416,ENST00000362072,['ENH00021'],"['ENC00164', 'ENC00074', 'ENC00134', 'ENC00154', 'ENC00001', 'ENC00009', 'ENC00168', 'ENC00011', 'ENC00157', 'ENC00169', 'ENC00413', 'ENC00178', 'ENC00556', 'ENC00539']"
581,581,ENR00818,dopamine receptor D3,P35462,ENST00000383673,['ENH00021'],"['ENC00539', 'ENC00161', 'ENC00556']"
582,582,ENR00819,delta opioid receptor,P41143,ENST00000234961,"['ENH00604', 'ENH00684', 'ENH00685']",[]
583,583,ENR00820,KOR,P41145,ENST00000396798,"['ENH00604', 'ENH00684', 'ENH00685', 'ENH01152']",[]
584,584,ENR00821,MOR-1,P35372,ENST00000452687,"['ENH00646', 'ENH00604', 'ENH00684', 'ENH00685']",[]
585,585,ENR00822,5-HT-1A,P08908,ENST00000323865,['ENH00166'],"['ENC00050', 'ENC00182', 'ENC00585', 'ENC00540']"
586,586,ENR00823,M2,P08172,ENST00000453373,['ENH00226'],"['ENC00311', 'ENC00513', 'ENC00011']"
